,Serial Number:20440475 --,,,,,,
20440475,17/05/19 05:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 06:56,-0.26,99.98,-0.27, , , 
20440475,17/05/19 07:56,-0.22,99.98,-0.23, , , 
20440475,17/05/19 08:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 09:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 10:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 11:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 12:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 13:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 14:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 15:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 16:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 17:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 18:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 19:56,-0.17,99.98,-0.18, , , 
20440475,17/05/19 20:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 21:56,-0.13,99.98,-0.14, , , 
20440475,17/05/19 22:56,-0.22,99.98,-0.23, , , 
20440475,17/05/19 23:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 00:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 01:56,-0.17,99.98,-0.18, , , 
20440475,18/05/19 02:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 03:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 04:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 05:56,-0.17,99.98,-0.18, , , 
20440475,18/05/19 06:56,-0.17,99.98,-0.18, , , 
20440475,18/05/19 07:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 08:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 09:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 10:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 11:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 12:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 13:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 14:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 15:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 16:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 17:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 18:56,-0.13,99.98,-0.14, , , 
20440475,18/05/19 19:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 20:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 21:56,-0.05,99.98,-0.05, , , 
20440475,18/05/19 22:56,-0.09,99.98,-0.1, , , 
20440475,18/05/19 23:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 00:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 01:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 02:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 03:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 04:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 05:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 06:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 07:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 08:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 09:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 10:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 11:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 12:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 13:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 14:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 15:56,-0.13,99.98,-0.14, , , 
20440475,19/05/19 16:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 17:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 18:56,-0.05,99.98,-0.05, , , 
20440475,19/05/19 19:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 20:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 21:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 22:56,-0.09,99.98,-0.1, , , 
20440475,19/05/19 23:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 00:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 01:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 02:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 03:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 04:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 05:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 06:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 07:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 08:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 09:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 10:56,-0.13,99.98,-0.14, , , 
20440475,20/05/19 11:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 12:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 13:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 14:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 15:56,-0.13,99.98,-0.14, , , 
20440475,20/05/19 16:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 17:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 18:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 19:56,-0.09,99.98,-0.1, , , 
20440475,20/05/19 20:56,-0.13,99.98,-0.14, , , 
20440475,20/05/19 21:56,-0.05,99.98,-0.05, , , 
20440475,20/05/19 22:56,-0.13,99.98,-0.14, , , 
20440475,20/05/19 23:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 00:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 01:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 02:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 03:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 04:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 05:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 06:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 07:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 08:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 09:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 10:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 11:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 12:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 13:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 14:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 15:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 16:56,-0.13,99.98,-0.14, , , 
20440475,21/05/19 17:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 18:56,-0.09,99.98,-0.1, , , 
20440475,21/05/19 19:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 20:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 21:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 22:56,-0.05,99.98,-0.05, , , 
20440475,21/05/19 23:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 00:56,-0.09,99.98,-0.1, , , 
20440475,22/05/19 01:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 02:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 03:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 04:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 05:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 06:56,0,99.98,-0.01, , , 
20440475,22/05/19 07:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 08:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 09:56,-0.09,99.98,-0.1, , , 
20440475,22/05/19 10:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 11:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 12:56,0,99.98,-0.01, , , 
20440475,22/05/19 13:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 14:56,0,99.98,-0.01, , , 
20440475,22/05/19 15:56,0,99.98,-0.01, , , 
20440475,22/05/19 16:56,0,99.98,-0.01, , , 
20440475,22/05/19 17:56,0,99.98,-0.01, , , 
20440475,22/05/19 18:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 19:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 20:56,0,99.98,-0.01, , , 
20440475,22/05/19 21:56,0,99.98,-0.01, , , 
20440475,22/05/19 22:56,-0.05,99.98,-0.05, , , 
20440475,22/05/19 23:56,0,99.98,-0.01, , , 
20440475,23/05/19 00:56,0,99.98,-0.01, , , 
20440475,23/05/19 01:56,0,99.98,-0.01, , , 
20440475,23/05/19 02:56,0.04,99.98,0.03, , , 
20440475,23/05/19 03:56,-0.05,99.98,-0.05, , , 
20440475,23/05/19 04:56,0.04,99.98,0.03, , , 
20440475,23/05/19 05:56,-0.05,99.98,-0.05, , , 
20440475,23/05/19 06:56,0,99.98,-0.01, , , 
20440475,23/05/19 07:56,-0.05,99.98,-0.05, , , 
20440475,23/05/19 08:56,0,99.98,-0.01, , , 
20440475,23/05/19 09:56,0,99.98,-0.01, , , 
20440475,23/05/19 10:56,0,99.98,-0.01, , , 
20440475,23/05/19 11:56,0,99.98,-0.01, , , 
20440475,23/05/19 12:56,0.04,99.98,0.03, , , 
20440475,23/05/19 13:56,0,99.98,-0.01, , , 
20440475,23/05/19 14:56,0.04,99.98,0.03, , , 
20440475,23/05/19 15:56,0,99.98,-0.01, , , 
20440475,23/05/19 16:56,0,99.98,-0.01, , , 
20440475,23/05/19 17:56,0.04,99.98,0.03, , , 
20440475,23/05/19 18:56,0,99.98,-0.01, , , 
20440475,23/05/19 19:56,0.04,99.98,0.03, , , 
20440475,23/05/19 20:56,0,99.98,-0.01, , , 
20440475,23/05/19 21:56,0,99.98,-0.01, , , 
20440475,23/05/19 22:56,0,99.98,-0.01, , , 
20440475,23/05/19 23:56,-0.05,99.98,-0.05, , , 
20440475,24/05/19 00:56,0.04,99.98,0.03, , , 
20440475,24/05/19 01:56,0.04,99.98,0.03, , , 
20440475,24/05/19 02:56,0,99.98,-0.01, , , 
20440475,24/05/19 03:56,0.04,99.98,0.03, , , 
20440475,24/05/19 04:56,0.04,99.98,0.03, , , 
20440475,24/05/19 05:56,0.13,99.98,0.12, , , 
20440475,24/05/19 06:56,0.04,99.98,0.03, , , 
20440475,24/05/19 07:56,0.08,99.98,0.08, , , 
20440475,24/05/19 08:56,0.04,99.98,0.03, , , 
20440475,24/05/19 09:56,0.04,99.98,0.03, , , 
20440475,24/05/19 10:56,0.08,99.98,0.08, , , 
20440475,24/05/19 11:56,0.04,99.98,0.03, , , 
20440475,24/05/19 12:56,0.04,99.98,0.03, , , 
20440475,24/05/19 13:56,0.04,99.98,0.03, , , 
20440475,24/05/19 14:56,0.04,99.98,0.03, , , 
20440475,24/05/19 15:56,0.04,99.98,0.03, , , 
20440475,24/05/19 16:56,0.04,99.98,0.03, , , 
20440475,24/05/19 17:56,0.08,99.98,0.08, , , 
20440475,24/05/19 18:56,0.04,99.98,0.03, , , 
20440475,24/05/19 19:56,0.04,99.98,0.03, , , 
20440475,24/05/19 20:56,0.04,99.98,0.03, , , 
20440475,24/05/19 21:56,0.08,99.98,0.08, , , 
20440475,24/05/19 22:56,0.04,99.98,0.03, , , 
20440475,24/05/19 23:56,0.08,99.98,0.08, , , 
20440475,25/05/19 00:56,0.04,99.98,0.03, , , 
20440475,25/05/19 01:56,0.08,99.98,0.08, , , 
20440475,25/05/19 02:56,0.04,99.98,0.03, , , 
20440475,25/05/19 03:56,0.13,99.98,0.12, , , 
20440475,25/05/19 04:56,0.08,99.98,0.08, , , 
20440475,25/05/19 05:56,0.08,99.98,0.08, , , 
20440475,25/05/19 06:56,0.04,99.98,0.03, , , 
20440475,25/05/19 07:56,0.08,99.98,0.08, , , 
20440475,25/05/19 08:56,0.04,99.98,0.03, , , 
20440475,25/05/19 09:56,0.08,99.98,0.08, , , 
20440475,25/05/19 10:56,0.08,99.98,0.08, , , 
20440475,25/05/19 11:56,0.13,99.98,0.12, , , 
20440475,25/05/19 12:56,0.04,99.98,0.03, , , 
20440475,25/05/19 13:56,0,99.98,-0.01, , , 
20440475,25/05/19 14:56,0.04,99.98,0.03, , , 
20440475,25/05/19 15:56,0.08,99.98,0.08, , , 
20440475,25/05/19 16:56,0.08,99.98,0.08, , , 
20440475,25/05/19 17:56,0,99.98,-0.01, , , 
20440475,25/05/19 18:56,0,99.98,-0.01, , , 
20440475,25/05/19 19:56,0.04,99.98,0.03, , , 
20440475,25/05/19 20:56,0.04,99.98,0.03, , , 
20440475,25/05/19 21:56,0.04,99.98,0.03, , , 
20440475,25/05/19 22:56,0.04,99.98,0.03, , , 
20440475,25/05/19 23:56,0.04,99.98,0.03, , , 
20440475,26/05/19 00:56,0.08,99.98,0.08, , , 
20440475,26/05/19 01:56,0.04,99.98,0.03, , , 
20440475,26/05/19 02:56,0.08,99.98,0.08, , , 
20440475,26/05/19 03:56,0.08,99.98,0.08, , , 
20440475,26/05/19 04:56,0.08,99.98,0.08, , , 
20440475,26/05/19 05:56,0.08,99.98,0.08, , , 
20440475,26/05/19 06:56,0.04,99.98,0.03, , , 
20440475,26/05/19 07:56,0.08,99.98,0.08, , , 
20440475,26/05/19 08:56,0.08,99.98,0.08, , , 
20440475,26/05/19 09:56,0.04,99.98,0.03, , , 
20440475,26/05/19 10:56,0.04,99.98,0.03, , , 
20440475,26/05/19 11:56,0.08,99.98,0.08, , , 
20440475,26/05/19 12:56,0.08,99.98,0.08, , , 
20440475,26/05/19 13:56,0.08,99.98,0.08, , , 
20440475,26/05/19 14:56,0.08,99.98,0.08, , , 
20440475,26/05/19 15:56,0.08,99.98,0.08, , , 
20440475,26/05/19 16:56,0.04,99.98,0.03, , , 
20440475,26/05/19 17:56,0,99.98,-0.01, , , 
20440475,26/05/19 18:56,0.04,99.98,0.03, , , 
20440475,26/05/19 19:56,0.04,99.98,0.03, , , 
20440475,26/05/19 20:56,0.04,99.98,0.03, , , 
20440475,26/05/19 21:56,0.08,99.98,0.08, , , 
20440475,26/05/19 22:56,0.08,99.98,0.08, , , 
20440475,26/05/19 23:56,0.04,99.98,0.03, , , 
20440475,27/05/19 00:56,0.04,99.98,0.03, , , 
20440475,27/05/19 01:56,0,99.98,-0.01, , , 
20440475,27/05/19 02:56,0.04,99.98,0.03, , , 
20440475,27/05/19 03:56,0,99.98,-0.01, , , 
20440475,27/05/19 04:56,0,99.98,-0.01, , , 
20440475,27/05/19 05:56,0,99.98,-0.01, , , 
20440475,27/05/19 06:56,0,99.98,-0.01, , , 
20440475,27/05/19 07:56,0.04,99.98,0.03, , , 
20440475,27/05/19 08:56,0,99.98,-0.01, , , 
20440475,27/05/19 09:56,-0.05,99.98,-0.05, , , 
20440475,27/05/19 10:56,0.08,99.98,0.08, , , 
20440475,27/05/19 11:56,0,99.98,-0.01, , , 
20440475,27/05/19 12:56,0,99.98,-0.01, , , 
20440475,27/05/19 13:56,0.04,99.98,0.03, , , 
20440475,27/05/19 14:56,0,99.98,-0.01, , , 
20440475,27/05/19 15:56,0,99.98,-0.01, , , 
20440475,27/05/19 16:56,-0.05,99.98,-0.05, , , 
20440475,27/05/19 17:56,0,99.98,-0.01, , , 
20440475,27/05/19 18:56,0.08,99.98,0.08, , , 
20440475,27/05/19 19:56,0.08,99.98,0.08, , , 
20440475,27/05/19 20:56,0.08,99.98,0.08, , , 
20440475,27/05/19 21:56,0.04,99.98,0.03, , , 
20440475,27/05/19 22:56,0,99.98,-0.01, , , 
20440475,27/05/19 23:56,0,99.98,-0.01, , , 
20440475,28/05/19 00:56,0.08,99.98,0.08, , , 
20440475,28/05/19 01:56,0.04,99.98,0.03, , , 
20440475,28/05/19 02:56,0.08,99.98,0.08, , , 
20440475,28/05/19 03:56,0.08,99.98,0.08, , , 
20440475,28/05/19 04:56,0.04,99.98,0.03, , , 
20440475,28/05/19 05:56,0,99.98,-0.01, , , 
20440475,28/05/19 06:56,0.08,99.98,0.08, , , 
20440475,28/05/19 07:56,0.08,99.98,0.08, , , 
20440475,28/05/19 08:56,0,99.98,-0.01, , , 
20440475,28/05/19 09:56,0.04,99.98,0.03, , , 
20440475,28/05/19 10:56,0.04,99.98,0.03, , , 
20440475,28/05/19 11:56,0.04,99.98,0.03, , , 
20440475,28/05/19 12:56,0,99.98,-0.01, , , 
20440475,28/05/19 13:56,0.04,99.98,0.03, , , 
20440475,28/05/19 14:56,0,99.98,-0.01, , , 
20440475,28/05/19 15:56,0.04,99.98,0.03, , , 
20440475,28/05/19 16:56,0.04,99.98,0.03, , , 
20440475,28/05/19 17:56,0,99.98,-0.01, , , 
20440475,28/05/19 18:56,0,99.98,-0.01, , , 
20440475,28/05/19 19:56,0,99.98,-0.01, , , 
20440475,28/05/19 20:56,0.04,99.98,0.03, , , 
20440475,28/05/19 21:56,0,99.98,-0.01, , , 
20440475,28/05/19 22:56,0,99.98,-0.01, , , 
20440475,28/05/19 23:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 00:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 01:56,0,99.98,-0.01, , , 
20440475,29/05/19 02:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 03:56,0,99.98,-0.01, , , 
20440475,29/05/19 04:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 05:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 06:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 07:56,-0.09,99.98,-0.1, , , 
20440475,29/05/19 08:56,0,99.98,-0.01, , , 
20440475,29/05/19 09:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 10:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 11:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 12:56,0,99.98,-0.01, , , 
20440475,29/05/19 13:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 14:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 15:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 16:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 17:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 18:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 19:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 20:56,0,99.98,-0.01, , , 
20440475,29/05/19 21:56,-0.09,99.98,-0.1, , , 
20440475,29/05/19 22:56,-0.05,99.98,-0.05, , , 
20440475,29/05/19 23:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 00:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 01:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 02:56,0.04,99.98,0.03, , , 
20440475,30/05/19 03:56,0.04,99.98,0.03, , , 
20440475,30/05/19 04:56,0,99.98,-0.01, , , 
20440475,30/05/19 05:56,0,99.98,-0.01, , , 
20440475,30/05/19 06:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 07:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 08:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 09:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 10:56,0,99.98,-0.01, , , 
20440475,30/05/19 11:56,0.04,99.98,0.03, , , 
20440475,30/05/19 12:56,0.04,99.98,0.03, , , 
20440475,30/05/19 13:56,0,99.98,-0.01, , , 
20440475,30/05/19 14:56,0,99.98,-0.01, , , 
20440475,30/05/19 15:56,0,99.98,-0.01, , , 
20440475,30/05/19 16:56,0,99.98,-0.01, , , 
20440475,30/05/19 17:56,-0.05,99.98,-0.05, , , 
20440475,30/05/19 18:56,0.04,99.98,0.03, , , 
20440475,30/05/19 19:56,0.04,99.98,0.03, , , 
20440475,30/05/19 20:56,0.04,99.98,0.03, , , 
20440475,30/05/19 21:56,0.04,99.98,0.03, , , 
20440475,30/05/19 22:56,0,99.98,-0.01, , , 
20440475,30/05/19 23:56,0.04,99.98,0.03, , , 
20440475,31/05/19 00:56,0.04,99.98,0.03, , , 
20440475,31/05/19 01:56,-0.05,99.98,-0.05, , , 
20440475,31/05/19 02:56,0.04,99.98,0.03, , , 
20440475,31/05/19 03:56,0,99.98,-0.01, , , 
20440475,31/05/19 04:56,0.04,99.98,0.03, , , 
20440475,31/05/19 05:56,-0.05,99.98,-0.05, , , 
20440475,31/05/19 06:56,0,99.98,-0.01, , , 
20440475,31/05/19 07:56,0,99.98,-0.01, , , 
20440475,31/05/19 08:56,-0.05,99.98,-0.05, , , 
20440475,31/05/19 09:56,0,99.98,-0.01, , , 
20440475,31/05/19 10:56,-0.05,99.98,-0.05, , , 
20440475,31/05/19 11:56,0.04,99.98,0.03, , , 
20440475,31/05/19 12:56,0.04,99.98,0.03, , , 
20440475,31/05/19 13:56,0,99.98,-0.01, , , 
20440475,31/05/19 14:56,0.04,99.98,0.03, , , 
20440475,31/05/19 15:56,0.08,99.98,0.08, , , 
20440475,31/05/19 16:56,0.04,99.98,0.03, , , 
20440475,31/05/19 17:56,0.04,99.98,0.03, , , 
20440475,31/05/19 18:56,0.08,99.98,0.08, , , 
20440475,31/05/19 19:56,0,99.98,-0.01, , , 
20440475,31/05/19 20:56,0.04,99.98,0.03, , , 
20440475,31/05/19 21:56,0.08,99.98,0.08, , , 
20440475,31/05/19 22:56,0.04,99.98,0.03, , , 
20440475,31/05/19 23:56,0.08,99.98,0.08, , , 
20440475,01/06/19 00:56,0.13,99.98,0.12, , , 
20440475,01/06/19 01:56,0.13,99.98,0.12, , , 
20440475,01/06/19 02:56,0.08,99.98,0.08, , , 
20440475,01/06/19 03:56,0.17,99.98,0.16, , , 
20440475,01/06/19 04:56,0.13,99.98,0.12, , , 
20440475,01/06/19 05:56,0.08,99.98,0.08, , , 
20440475,01/06/19 06:56,0.08,99.98,0.08, , , 
20440475,01/06/19 07:56,0.04,99.98,0.03, , , 
20440475,01/06/19 08:56,0.13,99.98,0.12, , , 
20440475,01/06/19 09:56,0,99.98,-0.01, , , 
20440475,01/06/19 10:56,0.13,99.98,0.12, , , 
20440475,01/06/19 11:56,0.17,99.98,0.16, , , 
20440475,01/06/19 12:56,0.13,99.98,0.12, , , 
20440475,01/06/19 13:56,0.13,99.98,0.12, , , 
20440475,01/06/19 14:56,0.08,99.98,0.08, , , 
20440475,01/06/19 15:56,0.08,99.98,0.08, , , 
20440475,01/06/19 16:56,0.17,99.98,0.16, , , 
20440475,01/06/19 17:56,0.08,99.98,0.08, , , 
20440475,01/06/19 18:56,0.13,99.98,0.12, , , 
20440475,01/06/19 19:56,0.13,99.98,0.12, , , 
20440475,01/06/19 20:56,0.17,99.98,0.16, , , 
20440475,01/06/19 21:56,0.13,99.98,0.12, , , 
20440475,01/06/19 22:56,0.17,99.98,0.16, , , 
20440475,01/06/19 23:56,0.13,99.98,0.12, , , 
20440475,02/06/19 00:56,0.08,99.98,0.08, , , 
20440475,02/06/19 01:56,0.17,99.98,0.16, , , 
20440475,02/06/19 02:56,0.17,99.98,0.16, , , 
20440475,02/06/19 03:56,0.13,99.98,0.12, , , 
20440475,02/06/19 04:56,0.13,99.98,0.12, , , 
20440475,02/06/19 05:56,0.13,99.98,0.12, , , 
20440475,02/06/19 06:56,0.21,99.98,0.2, , , 
20440475,02/06/19 07:56,0.13,99.98,0.12, , , 
20440475,02/06/19 08:56,0.08,99.98,0.08, , , 
20440475,02/06/19 09:56,0.13,99.98,0.12, , , 
20440475,02/06/19 10:56,0.13,99.98,0.12, , , 
20440475,02/06/19 11:56,0.13,99.98,0.12, , , 
20440475,02/06/19 12:56,0.08,99.98,0.08, , , 
20440475,02/06/19 13:56,0.08,99.98,0.08, , , 
20440475,02/06/19 14:56,0.13,99.98,0.12, , , 
20440475,02/06/19 15:56,0.13,99.98,0.12, , , 
20440475,02/06/19 16:56,0.13,99.98,0.12, , , 
20440475,02/06/19 17:56,0.13,99.98,0.12, , , 
20440475,02/06/19 18:56,0.13,99.98,0.12, , , 
20440475,02/06/19 19:56,0.13,99.98,0.12, , , 
20440475,02/06/19 20:56,0.17,99.98,0.16, , , 
20440475,02/06/19 21:56,0.17,99.98,0.16, , , 
20440475,02/06/19 22:56,0.13,99.98,0.12, , , 
20440475,02/06/19 23:56,0.17,99.98,0.16, , , 
20440475,03/06/19 00:56,0.17,99.98,0.16, , , 
20440475,03/06/19 01:56,0.17,99.98,0.16, , , 
20440475,03/06/19 02:56,0.17,99.98,0.16, , , 
20440475,03/06/19 03:56,0.13,99.98,0.12, , , 
20440475,03/06/19 04:56,0.17,99.98,0.16, , , 
20440475,03/06/19 05:56,0.21,99.98,0.2, , , 
20440475,03/06/19 06:56,0.17,99.98,0.16, , , 
20440475,03/06/19 07:56,0.17,99.98,0.16, , , 
20440475,03/06/19 08:56,0.13,99.98,0.12, , , 
20440475,03/06/19 09:56,0.17,99.98,0.16, , , 
20440475,03/06/19 10:56,0.17,99.98,0.16, , , 
20440475,03/06/19 11:56,0.17,99.98,0.16, , , 
20440475,03/06/19 12:56,0.17,99.98,0.16, , , 
20440475,03/06/19 13:56,0.13,99.98,0.12, , , 
20440475,03/06/19 14:56,0.08,99.98,0.08, , , 
20440475,03/06/19 15:56,0.17,99.98,0.16, , , 
20440475,03/06/19 16:56,0.17,99.98,0.16, , , 
20440475,03/06/19 17:56,0.08,99.98,0.08, , , 
20440475,03/06/19 18:56,0.13,99.98,0.12, , , 
20440475,03/06/19 19:56,0.13,99.98,0.12, , , 
20440475,03/06/19 20:56,0.17,99.98,0.16, , , 
20440475,03/06/19 21:56,0.17,99.98,0.16, , , 
20440475,03/06/19 22:56,0.17,99.98,0.16, , , 
20440475,03/06/19 23:56,0.17,99.98,0.16, , , 
20440475,04/06/19 00:56,0.25,99.98,0.25, , , 
20440475,04/06/19 01:56,0.21,99.98,0.2, , , 
20440475,04/06/19 02:56,0.17,99.98,0.16, , , 
20440475,04/06/19 03:56,0.25,99.98,0.25, , , 
20440475,04/06/19 04:56,0.25,99.98,0.25, , , 
20440475,04/06/19 05:56,0.17,99.98,0.16, , , 
20440475,04/06/19 06:56,0.17,99.98,0.16, , , 
20440475,04/06/19 07:56,0.21,99.98,0.2, , , 
20440475,04/06/19 08:56,0.13,99.98,0.12, , , 
20440475,04/06/19 09:56,0.21,99.98,0.2, , , 
20440475,04/06/19 10:56,0.13,99.98,0.12, , , 
20440475,04/06/19 11:56,0.17,99.98,0.16, , , 
20440475,04/06/19 12:56,0.17,99.98,0.16, , , 
20440475,04/06/19 13:56,0.21,99.98,0.2, , , 
20440475,04/06/19 14:56,0.17,99.98,0.16, , , 
20440475,04/06/19 15:56,0.13,99.98,0.12, , , 
20440475,04/06/19 16:56,0.21,99.98,0.2, , , 
20440475,04/06/19 17:56,0.17,99.98,0.16, , , 
20440475,04/06/19 18:56,0.17,99.98,0.16, , , 
20440475,04/06/19 19:56,0.21,99.98,0.2, , , 
20440475,04/06/19 20:56,0.17,99.98,0.16, , , 
20440475,04/06/19 21:56,0.17,99.98,0.16, , , 
20440475,04/06/19 22:56,0.25,99.98,0.25, , , 
20440475,04/06/19 23:56,0.21,99.98,0.2, , , 
20440475,05/06/19 00:56,0.3,99.98,0.29, , , 
20440475,05/06/19 01:56,0.21,99.98,0.2, , , 
20440475,05/06/19 02:56,0.25,99.98,0.25, , , 
20440475,05/06/19 03:56,0.21,99.98,0.2, , , 
20440475,05/06/19 04:56,0.21,99.98,0.2, , , 
20440475,05/06/19 05:56,0.21,99.98,0.2, , , 
